id,title,artist_title,classification_titles
74752,"Fox, Busts of Two Women, and a Rabbit, headpiece for Le sourire",Paul Gauguin,woodcut;print;prints and drawing
74747,"At the Black Rocks, from the Suite of Late Wood-Block Prints",Paul Gauguin,woodcut;print;prints and drawing
76704,Hina,Paul Gauguin,woodcut;print;prints and drawing
109986,"Tahitian Carrying Bananas, from the Suite of Late Wood-Block Prints",Paul Gauguin,woodcut;print;prints and drawing
109985,"Auti te pape (Women at the River), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
82569,"Te arii vahine—opoi (Woman with Mangos—Tired), from the Suite of Late Wood-Block Prints",Paul Gauguin,woodcut;print;prints and drawing
80075,"Manao tupapau (She Thinks of the Ghost or The Ghost Thinks of Her), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
79570,"Te atua (The God), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
77294,Picking Persimmons,Suzuki Harunobu,woodblock print;print;asian art
76713,Two Maoris,Paul Gauguin,woodcut;print;prints and drawing
76710,Young Maoris,Paul Gauguin,woodcut;print;prints and drawing
76707,Memory of Meijer de Haan,Paul Gauguin,woodcut;print;prints and drawing
113466,Bust of a Young Breton Woman (Possibly Marie Lagadu),Paul Gauguin,charcoal;drawings (visual works);prints and drawing
190666,Portrait of Tehamana,Paul Gauguin,prints and drawing;charcoal;drawings (visual works)
113796,"Sketches of Seated Figures and Chickens (recto), Nude Female Torso (related to the painting Te a no areois [The Seed of the Areoi]) (verso), from the Carnet de Tahiti (Tahitian sketchbook)",Paul Gauguin,graphite;drawings (visual works);prints and drawing
113719,Sketches of Tahitian Residence with Color Notations and Dogs,Paul Gauguin,crayon;drawings (visual works);prints and drawing
113718,"Sketches of Figures, Pandanus Leaf, and Vanilla Plant",Paul Gauguin,watercolor;drawings (visual works);prints and drawing
113467,Design for a Jardiniere: The Toilette,Paul Gauguin,graphite;drawings (visual works);prints and drawing
84393,"Soyez amoureuses, vous serez heureuses (Love, and You Will Be Happy), from the Suite of Late Wood-Block Prints",Paul Gauguin,woodcut;print;prints and drawing
9617,"Horse, with Other Animals and Ornaments",Paul Gauguin,woodcut;print;prints and drawing
4939,"Heads of Tahitian Women, Frontal and Profile Views",Paul Gauguin,charcoal;drawings (visual works);prints and drawing
3665,Maoris and Animals,Paul Gauguin,woodcut;print;prints and drawing
117697,Three Breton Women with Infants,Armand Séguin,woodcut;print;prints and drawing
116236,Woman with a Cat,Paul Gauguin,monotype;print;prints and drawing;paper;drawings (visual works)
113991,Sketches of Figures and Foliage (recto); Profile of Charles Laval with Palm Tree and Other Sketches (verso),Paul Gauguin,crayon;drawings (visual works);prints and drawing
113942,"Head of a Tahitian Woman (recto), Sketches of Anatomical Details (verso)",Paul Gauguin,pen and ink drawings;drawings (visual works);prints and drawing
113914,Photograph of Painting: Female Bather Wading Through a Brook,Paul Gauguin,drawings (visual works);prints and drawing;print
113913,"The Yellow Christ (recto), Female Bather Wading through a Brook",Paul Gauguin,watercolor;drawings (visual works);prints and drawing
75993,Jean René Gauguin,Paul Gauguin,wash;drawings (visual works);prints and drawing
62735,Still Life with Cat,Paul Gauguin,watercolor;drawings (visual works);prints and drawing
49853,"Manao tupapau (She Thinks of the Ghost or The Ghost Thinks of Her), from L'estampe originale",Paul Gauguin,lithograph;print;prints and drawing
37395,A Fisherman Drinking Beside His Canoe,Paul Gauguin,woodcut;print;prints and drawing
159112,"Sketches of Various Animals and Head (recto), Sketches of a Head, Figure in Profile, Anatomical Details, and Animals (verso)",Paul Gauguin,graphite;drawings (visual works);prints and drawing
159073,"Sketches of Children, a Woman, and Profiles (recto), Sketches of Horses and Child (verso)",Paul Gauguin,graphite;watercolor;drawings (visual works);prints and drawing
159072,Tahitians Fishing,Paul Gauguin,pen and ink drawings;watercolor;drawings (visual works);prints and drawing
159071,Tahitian Hut,Paul Gauguin,watercolor;drawings (visual works);prints and drawing
159070,Design for a Fan Featuring a Landscape and a Statue of the Goddess Hina,Paul Gauguin,gouache;watercolor;drawings (visual works);prints and drawing
159069,Portrait of the Artist’s Mother (Eve),Paul Gauguin,gouache;drawings (visual works);prints and drawing
142549,"Te atua (The God), from the Suite of Late Wood-Block Prints",Paul Gauguin,woodcut;print;prints and drawing
122041,Study of Tahitian Heads,Paul Gauguin,monotype;print;prints and drawing;paper;drawings (visual works)
159113,Sketches of Standing Figures and Animals,Paul Gauguin,graphite;drawings (visual works);watercolor;prints and drawing
159074,"Sketches of Crouching and Standing Figures, a Pig, and a Hut at Water’s Edge",Paul Gauguin,graphite;watercolor;drawings (visual works);prints and drawing
159115,Seated Tahitian Women (related to the painting Nafea faa ipoipo [When Will You Marry?]) and Other Sketches,Paul Gauguin,graphite;drawings (visual works);prints and drawing
159078,"Sketches of Figures, Hands, and Feet (related to the painting Aha oe feii? [What! Are You Jealous?])",Paul Gauguin,pen and ink drawings;graphite;drawings (visual works);prints and drawing
159077,Seated Tahitian Woman (recto); Standing Tahitian Woman (verso),Paul Gauguin,pen and ink drawings;drawings (visual works);prints and drawing
159076,Man with an Ax,Paul Gauguin,pen and ink drawings;gouache;drawings (visual works);prints and drawing
159075,Ten Studies of Tahitian Figures,Paul Gauguin,pen and ink drawings;drawings (visual works);prints and drawing
180892,Sketch of Man with a Hat and Fragment of Woman’s Shoulder,Paul Gauguin,drawings (visual works);graphite;prints and drawing
159082,Tahitian Girl in a Pink Pareu,Paul Gauguin,monotype;watercolor;print;prints and drawing;paper;drawings (visual works)
159081,Aha oe feii? (What! Are You Jealous?),Paul Gauguin,watercolor;monotype;drawings (visual works);prints and drawing
159080,Parau Hina Tefatou (Words between Goddess of the Moon and God of the Earth),Paul Gauguin,pen and ink drawings;drawings (visual works);prints and drawing
159079,Sketch of Maori Woman and Child,Paul Gauguin,pen and ink drawings;drawings (visual works);prints and drawing
159653,Breton Peasants,Paul Gauguin,ink;drawings (visual works);prints and drawing
159086,Two Standing Tahitian Women,Paul Gauguin,watercolor;monotype;drawings (visual works);prints and drawing
159085,Bust of a Tahitian Woman,Paul Gauguin,watercolor;monotype;drawings (visual works);prints and drawing
159084,Seated Female (related to the painting Sister of Charity),Paul Gauguin,drawings (visual works);prints and drawing
159083,Tahitian Landscape,Paul Gauguin,watercolor;monotype;drawings (visual works);prints and drawing
159094,"Te atua (The God), from the Suite of Late Wood-Block Prints",Paul Gauguin,woodcut;print;prints and drawing
159090,"Auti te pape (Women at the River), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
159089,Tahitian Idol—the Goddess Hina,Paul Gauguin,woodcut;print;prints and drawing
159088,"Three People, a Mask, a Fox and a Bird, headpiece for Le sourire",Paul Gauguin,woodcut;print;prints and drawing
159087,"Change of Residence, from the Suite of Late Wood-Block Prints",Paul Gauguin,woodcut;print;prints and drawing
159096,A Fisherman Drinking Beside His Canoe,Paul Gauguin,woodcut;print;prints and drawing
159095,"Interior of a Tahitian Hut, from the Suite of Late Wood-Block Prints",Paul Gauguin,woodcut;print;prints and drawing
159093,"Maruru (Offerings of Gratitude), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
159092,"Man Carrying Bananas Followed by Two Horses, headpiece for Le sourire",Paul Gauguin,woodcut;print;prints and drawing
159091,"Soyez amoureuses, vous serez heureuses (Love, and You Will Be Happy), from the Suite of Late Wood-Block Prints",Paul Gauguin,woodcut;print;prints and drawing
159103,"Nave nave fenua (Delightful Land), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
159101,"A Horse and Birds, headpiece for Le sourire",Paul Gauguin,woodcut;print;prints and drawing
159100,Woman Picking Fruit and Oviri,Paul Gauguin,woodcut;print;prints and drawing
159098,"L’univers est créé (The Universe Is Being Created), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
159097,"Two Women Chattering, headpiece for Le Sourire",Paul Gauguin,woodcut;print;prints and drawing
209881,Catalogue de l'Exposition de Peintures du Groupe Impressionniste et Synthétiste,Paul Gauguin,book;paper;prints and drawing
198917,"Mahna no varua ino (The Devil Speaks), from the Noa Noa Suite",Paul Gauguin,prints and drawing;woodcut;print
159110,Two Maori Women Squatting Down,Paul Gauguin,zincograph;print;prints and drawing
159109,Ia orana Maria (Hail Mary),Paul Gauguin,zincograph;print;prints and drawing
159108,"Manao tupapau (She Thinks of the Ghost or The Ghost Thinks of Her), from L’estampe originale",Paul Gauguin,lithograph;print;prints and drawing
159107,"Tahitians, Flowers, and Leaves, headpiece for Le sourire",Paul Gauguin,woodcut;print;prints and drawing
159106,Noa noa (Fragrant),Paul Gauguin,woodcut;print;prints and drawing
159105,Christ on the Cross,Paul Gauguin,rubbing;prints and drawing;paper
159104,"Women, Animals, and Foliage, from the Suite of Late Wood-Block Prints",Paul Gauguin,woodcut;print;prints and drawing
159102,"Fox, Busts of Two Women, and a Rabbit, headpiece for Le sourire",Paul Gauguin,woodcut;print;prints and drawing
229686,Noa Noa,Paul Gauguin,print;prints and drawing
229685,Le Sourire,Paul Gauguin,print;prints and drawing
223856,"Manao tupapau (She Thinks of the Ghost or The Ghost Thinks of Her), from the Noa Noa Suite",Paul Gauguin,print;matrix;prints and drawing
200375,Noa Noa (Fragrant Scent),Paul Gauguin,book;paper;prints and drawing
200374,Marehurehu: Between Day and Night (Marehurehu: Entre le Jour et la Nuit),Paul Gauguin,book;paper;prints and drawing
186082,Man with an Ax,Paul Gauguin,prints and drawing;drawings (visual works);brush and ink;pen and ink drawings
180662,Portrait of Stéphane Mallarmé,Paul Gauguin,etching;print;prints and drawing
137123,Chez les Maories: Sauvageries (At Home with the Maori: Savage Things),Paul Gauguin,gouache;drawings (visual works);prints and drawing
113794,"The Descent from the Summit: Jean Martin Steadies Hélène, the Banker’s Daughter (Illustration for Edmond Renoir’s “L’étiquette”) (recto); Half-Length Sketch of a Woman (verso)",Pierre-Auguste Renoir,conté crayon;drawings (visual works);prints and drawing
48191,Before the Mirror,Ito Shinsui,woodblock print;print;asian art
133254,"Woman Reclining, to the Left",Pierre-Auguste Renoir,etching;print;prints and drawing
110095,Amélie Laurent Dieterlé,Pierre-Auguste Renoir,lithograph;print;prints and drawing
49261,"Children on the Beach, Berneval",Pierre-Auguste Renoir,etching;print;prints and drawing
27731,Pinning the Hat,Pierre-Auguste Renoir,lithograph;print;prints and drawing
27667,Dance in the Country,Pierre-Auguste Renoir,etching;print;prints and drawing
23198,Bather,Pierre-Auguste Renoir,chalk;drawings (visual works);prints and drawing
22782,Two Women Bathing,Pierre-Auguste Renoir,etching;print;prints and drawing
22768,Seated Bather,Pierre-Auguste Renoir,soft-ground etching;etching;print;prints and drawing
11328,Berthe Morisot,Pierre-Auguste Renoir,drypoint;print;prints and drawing
113275,"Woman Seated in a Chair (recto); Woman in a Chair, Seen from the Back (verso)",Pierre-Auguste Renoir,charcoal;drawings (visual works);prints and drawing
72467,"Children on the Beach, Berneval",Pierre-Auguste Renoir,drypoint;print;prints and drawing
65814,"Splashing Figure (Study for ""The Large Bathers"")",Pierre-Auguste Renoir,chalk;drawings (visual works);prints and drawing
63564,Standing Female Bather,Pierre-Auguste Renoir,lithograph;print;prints and drawing
62432,Studies of Trees and Foliage,Pierre-Auguste Renoir,watercolor;drawings (visual works);prints and drawing
61852,Reclining Nude,Pierre-Auguste Renoir,etching;print;prints and drawing
59990,Study for a Female Bather,Pierre-Auguste Renoir,drypoint;print;prints and drawing
48835,Seated Nude Woman,Pierre-Auguste Renoir,etching;print;prints and drawing
74915,"Claude Renoir, Head Lowered",Pierre-Auguste Renoir,lithograph;print;prints and drawing
74909,Portrait of Louis Valtat,Pierre-Auguste Renoir,lithograph;print;prints and drawing
74907,Portrait of Ambroise Vollard,Pierre-Auguste Renoir,lithograph;print;prints and drawing
96678,"Claude Renoir, Turned to the Left",Pierre-Auguste Renoir,lithograph;print;prints and drawing
74927,"Study of Seated Female Nude, Variant",Pierre-Auguste Renoir,lithograph;print;prints and drawing
74925,Study of Seated Nude Woman,Pierre-Auguste Renoir,lithograph;print;prints and drawing
74917,Stone with Three Sketches,Pierre-Auguste Renoir,lithograph;print;prints and drawing
109979,The Pinned Hat and the Bather,Pierre-Auguste Renoir,lithograph;print;prints and drawing
96690,"Woman with Grapevine, 3rd variant",Pierre-Auguste Renoir,lithograph;print;prints and drawing
90400,"Woman with Grapevine, 2nd variant",Pierre-Auguste Renoir,lithograph;print;prints and drawing
74947,"Woman with Grapevine, 4th variant",Pierre-Auguste Renoir,lithograph;print;prints and drawing
74934,"Woman with Grapevine, 1st variant",Pierre-Auguste Renoir,lithograph;print;prints and drawing
74932,Woman with Grapevine,Pierre-Auguste Renoir,lithograph;print;prints and drawing
81998,"Study of a Seated Nude Woman, variant",Pierre-Auguste Renoir,lithograph;print;prints and drawing
81993,"The Pinned Hat, second plate",Pierre-Auguste Renoir,lithograph;print;prints and drawing
81991,Standing Bather,Pierre-Auguste Renoir,etching;print;prints and drawing
81989,Seated Nude Woman,Pierre-Auguste Renoir,etching;print;prints and drawing
83668,Portrait of Cezanne,Pierre-Auguste Renoir,lithograph;print;prints and drawing
82092,"Woman Reclining, to the Left",Pierre-Auguste Renoir,etching;print;prints and drawing
82000,"Maternity, large plate",Pierre-Auguste Renoir,lithograph;print;prints and drawing
51216,Woman at a Piano,Imitator of Pierre-Auguste Renoir,chalk;drawings (visual works);prints and drawing
48130,Standing Bather,Pierre-Auguste Renoir,etching;print;prints and drawing
13526,Portrait of Richard Wagner,Pierre-Auguste Renoir,lithograph;print;prints and drawing
105461,"Workers' Daughters on the Outer Boulevard (Illustration for Émile Zola's ""L'Assommoir"")",Pierre-Auguste Renoir,pen and ink drawings;drawings (visual works);prints and drawing
99749,Grove of Trees,Pierre-Auguste Renoir,watercolor;drawings (visual works);prints and drawing
99597,Claude Renoir Turned Three-Quarters to the Left,Pierre-Auguste Renoir,etching;print;prints and drawing
